Ticker,Type,Rank,Value,TimeWindow
KEX,price_percent_change,988,8.665835411471324,1m
FCE.A,price_percent_change,989,8.661758336942398,1m
MTRX,price_percent_change,990,8.651399491094162,1m
TRGP,price_percent_change,991,8.6455893832943,1m
FBP,price_percent_change,992,8.633093525179863,1m
PVBC,price_percent_change,993,8.630393996247658,1m
TSLA,price_percent_change,994,8.627767682885787,1m
TGNA,price_percent_change,995,8.619091751621886,1m
CELC,price_percent_change,996,8.61064891846922,1m
ICD,price_percent_change,997,8.607594936708857,1m
WUBA,price_percent_change,998,8.597962852007182,1m
IESC,price_percent_change,999,8.595988538681949,1m
CHS,price_percent_change,1000,8.584686774942,1m
CRWS,price_percent_change,1001,8.571428571428575,1m
RPT,price_percent_change,1002,8.566978193146415,1m
MSGN,price_percent_change,1003,8.533916849015313,1m
BCML,price_percent_change,1004,8.52296235002068,1m
ECOL,price_percent_change,1005,8.520179372197292,1m
SXI,price_percent_change,1006,8.518877057115196,1m
CSOD,price_percent_change,1007,8.51146521570152,1m
KONA,price_percent_change,1008,8.51063829787233,1m
DISCK,price_percent_change,1009,8.491343775762566,1m
ALGT,price_percent_change,1010,8.450140168201852,1m
ADC,price_percent_change,1011,8.446657728404514,1m
TLRD,price_percent_change,1012,8.414396887159535,1m
FOSL,price_percent_change,1013,8.411596570028593,1m
PANW,price_percent_change,1014,8.395441650238018,1m
IBN,price_percent_change,1015,8.371559633027507,1m
JONE,price_percent_change,1016,8.369456485495169,1m
INFN,price_percent_change,1017,8.323424494649219,1m
GHM,price_percent_change,1018,8.287937743190659,1m
TRVN,price_percent_change,1019,8.275862068965525,1m
EYE,price_percent_change,1020,8.244274809160311,1m
KELYA,price_percent_change,1021,8.239700374531836,1m
ITT,price_percent_change,1022,8.234448040273293,1m
SEP,price_percent_change,1023,8.222958057395134,1m
KRG,price_percent_change,1024,8.220024721878874,1m
HP,price_percent_change,1025,8.21962847279303,1m
VKTX,price_percent_change,1026,8.215297450424938,1m
ATUS,price_percent_change,1027,8.21342925659473,1m
JEC,price_percent_change,1028,8.206958073148968,1m
TCO,price_percent_change,1029,8.200000000000003,1m
FET,price_percent_change,1030,8.189655172413802,1m
PNRG,price_percent_change,1031,8.185053380782918,1m
TURN,price_percent_change,1032,8.181818181818167,1m
VRTU,price_percent_change,1033,8.17361894024803,1m
TWMC,price_percent_change,1034,8.166576527852895,1m
APPN,price_percent_change,1035,8.16516609748526,1m
GEVO,price_percent_change,1036,8.152173913043473,1m
KIRK,price_percent_change,1037,8.146821844225606,1m
PTCT,price_percent_change,1038,8.145034156594836,1m
FLOW,price_percent_change,1039,8.13850904278782,1m
HAE,price_percent_change,1040,8.125063239906913,1m
KAR,price_percent_change,1041,8.109953901314666,1m
CELP,price_percent_change,1042,8.108108108108098,1m
ARCH,price_percent_change,1043,8.080186938875897,1m
ALG,price_percent_change,1044,8.074261232560689,1m
TMQ,price_percent_change,1045,8.064516129032242,1m
WPZ,price_percent_change,1046,8.052007299270059,1m
CCO,price_percent_change,1047,8.045977011494266,1m
ISTR,price_percent_change,1048,8.045977011494244,1m
SCVL,price_percent_change,1049,8.020532563362206,1m
NVDA,price_percent_change,1050,8.015236885961437,1m
BCTF,price_percent_change,1051,7.999999999999995,1m
EPAM,price_percent_change,1052,7.9880523856935035,1m
OEC,price_percent_change,1053,7.98771121351767,1m
NWFL,price_percent_change,1054,7.986595922926555,1m
FSTR,price_percent_change,1055,7.972665148063782,1m
UNFI,price_percent_change,1056,7.966779452476172,1m
ESRT,price_percent_change,1057,7.9629629629629575,1m
NRG,price_percent_change,1058,7.9480683977200925,1m
TANH,price_percent_change,1059,7.947019867549661,1m
BPTH,price_percent_change,1060,7.913669064748209,1m
RLGT,price_percent_change,1061,7.888040712468195,1m
ABR,price_percent_change,1062,7.885304659498199,1m
NTG,price_percent_change,1063,7.881136950904385,1m
CNO,price_percent_change,1064,7.879088206144696,1m
UVE,price_percent_change,1065,7.83847980997624,1m
VVI,price_percent_change,1066,7.83289817232376,1m
ZAGG,price_percent_change,1067,7.817589576547239,1m
MYOK,price_percent_change,1068,7.808340727595383,1m
CALX,price_percent_change,1069,7.8014184397163095,1m
CDEV,price_percent_change,1070,7.798165137614675,1m
FRT,price_percent_change,1071,7.797480941332447,1m
BSM,price_percent_change,1072,7.794457274826798,1m
MVBF,price_percent_change,1073,7.784431137724555,1m
MDT,price_percent_change,1074,7.77126099706745,1m
PCMI,price_percent_change,1075,7.7694235588972465,1m
LZB,price_percent_change,1076,7.766990291262131,1m
ENLC,price_percent_change,1077,7.763975155279502,1m
HCFT,price_percent_change,1078,7.76119402985074,1m
FBMS,price_percent_change,1079,7.752956636005265,1m
CTWS,price_percent_change,1080,7.740422204847541,1m
WMT,price_percent_change,1081,7.738568024509257,1m
DOVA,price_percent_change,1082,7.735281478298241,1m
NMIH,price_percent_change,1083,7.729468599033823,1m
TNK,price_percent_change,1084,7.710891886450585,1m
ERIC,price_percent_change,1085,7.702020202020194,1m
FFIV,price_percent_change,1086,7.696722722837627,1m
CLIR,price_percent_change,1087,7.6923076923077,1m
TRNS,price_percent_change,1088,7.6923076923076925,1m
ECR,price_percent_change,1089,7.6923076923076845,1m
CHA,price_percent_change,1090,7.685512367491159,1m
KMB,price_percent_change,1091,7.682339874120693,1m
PSMT,price_percent_change,1092,7.677902621722854,1m
BMI,price_percent_change,1093,7.67716535433072,1m
KMG,price_percent_change,1094,7.670850767085076,1m
ELVT,price_percent_change,1095,7.658157602663701,1m
VRNT,price_percent_change,1096,7.650273224043716,1m
PAHC,price_percent_change,1097,7.635206786850481,1m
TCRD,price_percent_change,1098,7.623888182973324,1m
GWW,price_percent_change,1099,7.609112073792472,1m
CLR,price_percent_change,1100,7.606374240184004,1m
GOGL,price_percent_change,1101,7.606263982102905,1m
WHLR,price_percent_change,1102,7.599999999999999,1m
XYL,price_percent_change,1103,7.593674312580137,1m
BRC,price_percent_change,1104,7.58807588075882,1m
ABBV,price_percent_change,1105,7.5530035335689085,1m
GPRO,price_percent_change,1106,7.537688442211059,1m
BCPC,price_percent_change,1107,7.530701309245917,1m
AOSL,price_percent_change,1108,7.496360989810767,1m
NBR,price_percent_change,1109,7.487520798668888,1m
RBBN,price_percent_change,1110,7.4647887323943705,1m
SAIC,price_percent_change,1111,7.459318208813399,1m
BFAM,price_percent_change,1112,7.4583104269745295,1m
EXPI,price_percent_change,1113,7.457627118644066,1m
FBSS,price_percent_change,1114,7.454545454545457,1m
IIJI,price_percent_change,1115,7.422680412371141,1m
HASI,price_percent_change,1116,7.418699186991875,1m
UMH,price_percent_change,1117,7.395069953364432,1m
CHRS,price_percent_change,1118,7.38636363636362,1m
UDR,price_percent_change,1119,7.380373073803721,1m
NUAN,price_percent_change,1120,7.378640776699033,1m
ROIC,price_percent_change,1121,7.377049180327856,1m
ARLP,price_percent_change,1122,7.368421052631572,1m
UFS,price_percent_change,1123,7.358490566037731,1m
EFX,price_percent_change,1124,7.352822090857558,1m
SPG,price_percent_change,1125,7.319966781350086,1m
KLAC,price_percent_change,1126,7.316166217346849,1m
COHR,price_percent_change,1127,7.314218841427736,1m
FRTA,price_percent_change,1128,7.311320754716971,1m
OMF,price_percent_change,1129,7.307012374779035,1m
BNCL,price_percent_change,1130,7.294832826747716,1m
ALNA,price_percent_change,1131,7.285429141716572,1m
OFS,price_percent_change,1132,7.285342584562011,1m
FORM,price_percent_change,1133,7.279693486590033,1m
FI,price_percent_change,1134,7.274969173859431,1m
TPR,price_percent_change,1135,7.273491696447342,1m
BHE,price_percent_change,1136,7.246376811594203,1m
MOG.A,price_percent_change,1137,7.234444594412199,1m
NKE,price_percent_change,1138,7.231109377032127,1m
MDXG,price_percent_change,1139,7.228915662650598,1m
AZRX,price_percent_change,1140,7.2210065645514225,1m
EXPO,price_percent_change,1141,7.208121827411161,1m
AAT,price_percent_change,1142,7.206962197443563,1m
IMTE,price_percent_change,1143,7.206776715899213,1m
CONE,price_percent_change,1144,7.202653609224455,1m
AMOT,price_percent_change,1145,7.1914053935540485,1m
XPO,price_percent_change,1146,7.186296371376448,1m
OMER,price_percent_change,1147,7.170542635658917,1m
CVLT,price_percent_change,1148,7.148468185388852,1m
MTLS,price_percent_change,1149,7.1484071484071485,1m
BRX,price_percent_change,1150,7.147041593438774,1m
HBIO,price_percent_change,1151,7.1428571428571495,1m
ESQ,price_percent_change,1152,7.142857142857142,1m
AT,price_percent_change,1153,7.142857142857138,1m
PBH,price_percent_change,1154,7.138873396542114,1m
HESM,price_percent_change,1155,7.129798903107871,1m
BOX,price_percent_change,1156,7.119871279163313,1m
RUTH,price_percent_change,1157,7.118644067796614,1m
LORL,price_percent_change,1158,7.115135834411385,1m
QCOM,price_percent_change,1159,7.114372308183137,1m
WPP,price_percent_change,1160,7.10888288983158,1m
RTRX,price_percent_change,1161,7.106598984771577,1m
RCL,price_percent_change,1162,7.1038740270197716,1m
MCS,price_percent_change,1163,7.103825136612025,1m
DSKE,price_percent_change,1164,7.091346153846152,1m
SAFT,price_percent_change,1165,7.087053571428581,1m
AIRT,price_percent_change,1166,7.080851063829785,1m
LSTR,price_percent_change,1167,7.080055529847298,1m
EXTN,price_percent_change,1168,7.074074074074074,1m
XRX,price_percent_change,1169,7.073075420085965,1m
DRI,price_percent_change,1170,7.0706124742461105,1m
SIMO,price_percent_change,1171,7.065714808713159,1m
MTFB,price_percent_change,1172,7.05911330049261,1m
STON,price_percent_change,1173,7.05882352941176,1m
TDY,price_percent_change,1174,7.036815737463805,1m
LGIH,price_percent_change,1175,7.033754478597015,1m
BY,price_percent_change,1176,7.0284697508896725,1m
MG,price_percent_change,1177,7.027818448023433,1m
AHH,price_percent_change,1178,7.022282241728556,1m
CERN,price_percent_change,1179,7.01783085228202,1m
CNK,price_percent_change,1180,7.016543069024532,1m
SCS,price_percent_change,1181,7.011070110701101,1m
FFIN,price_percent_change,1182,7.009760425909486,1m
GSB,price_percent_change,1183,7.008086253369279,1m
LXP,price_percent_change,1184,7.00116686114352,1m
PUMP,price_percent_change,1185,6.99745547073791,1m
DFS,price_percent_change,1186,6.984691088026243,1m
CRUS,price_percent_change,1187,6.97278911564627,1m
VTL,price_percent_change,1188,6.962025316455682,1m
ALLE,price_percent_change,1189,6.948529411764709,1m
MCF,price_percent_change,1190,6.946983546617915,1m
KIM,price_percent_change,1191,6.9288389513108575,1m
TBI,price_percent_change,1192,6.909090909090904,1m
CONN,price_percent_change,1193,6.90647482014388,1m
FSI,price_percent_change,1194,6.883008177193998,1m
ITGR,price_percent_change,1195,6.870229007633593,1m
CULP,price_percent_change,1196,6.868686868686866,1m
EC,price_percent_change,1197,6.866537717601556,1m
PANL,price_percent_change,1198,6.85358255451714,1m
HII,price_percent_change,1199,6.852802830880778,1m
GHDX,price_percent_change,1200,6.834598999814776,1m
PB,price_percent_change,1201,6.82535130484658,1m
GBL,price_percent_change,1202,6.822852445540486,1m
MYL,price_percent_change,1203,6.819436775262283,1m
ACHN,price_percent_change,1204,6.818181818181807,1m
NHI,price_percent_change,1205,6.808568699686171,1m
FIBK,price_percent_change,1206,6.805074971164926,1m
IHC,price_percent_change,1207,6.794682422451985,1m
AKCA,price_percent_change,1208,6.7735602094240965,1m
SMIT,price_percent_change,1209,6.766917293233071,1m
INSE,price_percent_change,1210,6.766917293233071,1m
FWONK,price_percent_change,1211,6.76538908246227,1m
EARN,price_percent_change,1212,6.762849413886385,1m
P,price_percent_change,1213,6.746031746031756,1m
HT,price_percent_change,1214,6.738925541941564,1m
LOB,price_percent_change,1215,6.725663716814154,1m
AGX,price_percent_change,1216,6.719367588932798,1m
NATR,price_percent_change,1217,6.70731707317074,1m
JACK,price_percent_change,1218,6.705995665783762,1m
LEDS,price_percent_change,1219,6.684491978609625,1m
WELL,price_percent_change,1220,6.681766704416753,1m
CORT,price_percent_change,1221,6.677140612725842,1m
CORV,price_percent_change,1222,6.666666666666672,1m
UONE,price_percent_change,1223,6.6666666666666625,1m
MMSI,price_percent_change,1224,6.660499537465313,1m
IT,price_percent_change,1225,6.654438738077764,1m
NCLH,price_percent_change,1226,6.651929260450165,1m
QTNA,price_percent_change,1227,6.645367412140581,1m
ORI,price_percent_change,1228,6.6443594646271364,1m
SMPL,price_percent_change,1229,6.642941874258606,1m
EVFM,price_percent_change,1230,6.636155606407323,1m
YUM,price_percent_change,1231,6.627803827144854,1m
REXR,price_percent_change,1232,6.586826347305391,1m
LOGI,price_percent_change,1233,6.578376031263572,1m
IIVI,price_percent_change,1234,6.577480490523959,1m
CPAH,price_percent_change,1235,6.572769953051649,1m
VTR,price_percent_change,1236,6.569872958257708,1m
RGLS,price_percent_change,1237,6.563560920407382,1m
TGI,price_percent_change,1238,6.549118387909306,1m
WST,price_percent_change,1239,6.5487048522437,1m
CMRE,price_percent_change,1240,6.547619047619054,1m
MTN,price_percent_change,1241,6.543539427169752,1m
FLY,price_percent_change,1242,6.5387348969438515,1m
QGEN,price_percent_change,1243,6.529492455418369,1m
DEA,price_percent_change,1244,6.525198938992026,1m
ABC,price_percent_change,1245,6.524360829715384,1m
WEN,price_percent_change,1246,6.523040095751047,1m
USAK,price_percent_change,1247,6.517311608961308,1m
RIVE,price_percent_change,1248,6.51340996168582,1m
GES,price_percent_change,1249,6.511839708561018,1m
AMCX,price_percent_change,1250,6.499661475964799,1m
ADM,price_percent_change,1251,6.490233144297424,1m
LTBR,price_percent_change,1252,6.486664471517938,1m
O,price_percent_change,1253,6.468023255813958,1m
STAG,price_percent_change,1254,6.445603576751119,1m
HMN,price_percent_change,1255,6.436781609195395,1m
EEP,price_percent_change,1256,6.433823529411757,1m
HRB,price_percent_change,1257,6.433453960595085,1m
GDOT,price_percent_change,1258,6.42315815629271,1m
UE,price_percent_change,1259,6.419073819348934,1m
ARCB,price_percent_change,1260,6.418918918918923,1m
UAL,price_percent_change,1261,6.411698537682783,1m
KMPR,price_percent_change,1262,6.408544726301732,1m
KBH,price_percent_change,1263,6.403731976251067,1m
SNDX,price_percent_change,1264,6.389301634472506,1m
MTEX,price_percent_change,1265,6.380208333333341,1m
PATK,price_percent_change,1266,6.375838926174492,1m
ANTM,price_percent_change,1267,6.373256373256375,1m
TILE,price_percent_change,1268,6.363636363636357,1m
SNMX,price_percent_change,1269,6.363636363636349,1m
NFG,price_percent_change,1270,6.356092040739339,1m
ABEO,price_percent_change,1271,6.3432835820895495,1m
OLN,price_percent_change,1272,6.338759958434355,1m
EEQ,price_percent_change,1273,6.333973128598849,1m
SUI,price_percent_change,1274,6.331236897274624,1m
HOFT,price_percent_change,1275,6.3263041065482835,1m
KPTI,price_percent_change,1276,6.323185011709613,1m
DECK,price_percent_change,1277,6.313608934522205,1m
SAVE,price_percent_change,1278,6.311131811830463,1m
KEYS,price_percent_change,1279,6.304935767410419,1m
NGL,price_percent_change,1280,6.302521008403361,1m
ICUI,price_percent_change,1281,6.293706293706294,1m
TYG,price_percent_change,1282,6.2934504207830315,1m
HTA,price_percent_change,1283,6.28019323671498,1m
QTS,price_percent_change,1284,6.271616324648388,1m
EPC,price_percent_change,1285,6.265241042956286,1m
HAFC,price_percent_change,1286,6.262626262626266,1m
PRGS,price_percent_change,1287,6.254907092384195,1m
KMT,price_percent_change,1288,6.2416644438516835,1m
CSX,price_percent_change,1289,6.233100896541924,1m
EGOV,price_percent_change,1290,6.230529595015576,1m
CRAI,price_percent_change,1291,6.224375698844583,1m
DLTR,price_percent_change,1292,6.216615524491418,1m
OPHC,price_percent_change,1293,6.193277310924379,1m
ULTI,price_percent_change,1294,6.192968805262782,1m
EMR,price_percent_change,1295,6.188605108055004,1m
STRT,price_percent_change,1296,6.184012066365021,1m
LANC,price_percent_change,1297,6.169683570540264,1m
ASTC,price_percent_change,1298,6.140350877192981,1m
AVB,price_percent_change,1299,6.137142193578367,1m
SOHO,price_percent_change,1300,6.131386861313868,1m
JBGS,price_percent_change,1301,6.121867881548992,1m
MPW,price_percent_change,1302,6.120996441281134,1m
APPS,price_percent_change,1303,6.1068702290076216,1m
BB,price_percent_change,1304,6.1061061061061,1m
AGTC,price_percent_change,1305,6.097560975609757,1m
IHTA,price_percent_change,1306,6.09357997823722,1m
CBZ,price_percent_change,1307,6.081081081081088,1m
HALO,price_percent_change,1308,6.0802833530106115,1m
HRS,price_percent_change,1309,6.076163244086297,1m
NTAP,price_percent_change,1310,6.028949024543728,1m
SIFY,price_percent_change,1311,6.024096385542174,1m
SYY,price_percent_change,1312,6.015668718522659,1m
URI,price_percent_change,1313,6.0145271875636315,1m
OII,price_percent_change,1314,5.993084902036107,1m
SMRT,price_percent_change,1315,5.990783410138245,1m
GPN,price_percent_change,1316,5.986984815618227,1m
COLM,price_percent_change,1317,5.985008198641368,1m
BLL,price_percent_change,1318,5.984008253804488,1m
GSBD,price_percent_change,1319,5.980066445182715,1m
CASY,price_percent_change,1320,5.978510423363032,1m
UBP,price_percent_change,1321,5.973578403216537,1m
CNMD,price_percent_change,1322,5.964052287581693,1m
CAPL,price_percent_change,1323,5.958403597526713,1m
LAMR,price_percent_change,1324,5.949086884338679,1m
WABC,price_percent_change,1325,5.94486881434739,1m
PK,price_percent_change,1326,5.935776840739535,1m
PFBI,price_percent_change,1327,5.932656333511488,1m
CEO,price_percent_change,1328,5.92943784249738,1m
GWR,price_percent_change,1329,5.927618131537805,1m
NVMM,price_percent_change,1330,5.925925925925914,1m
NTB,price_percent_change,1331,5.9179963643708335,1m
IRIX,price_percent_change,1332,5.911949685534588,1m
III,price_percent_change,1333,5.91133004926109,1m
HEI,price_percent_change,1334,5.899394258625236,1m
AAME,price_percent_change,1335,5.882352941176485,1m
INSI,price_percent_change,1336,5.882352941176472,1m
CBLK,price_percent_change,1337,5.879712746858163,1m
MKL,price_percent_change,1338,5.878977569118405,1m
TSE,price_percent_change,1339,5.878284923928077,1m
COG,price_percent_change,1340,5.874616396317404,1m
NOMD,price_percent_change,1341,5.8730991085474615,1m
GWRS,price_percent_change,1342,5.857294994675175,1m
CSFL,price_percent_change,1343,5.847750865051908,1m
TAP,price_percent_change,1344,5.833851897946484,1m
CANF,price_percent_change,1345,5.833333333333339,1m
CRM,price_percent_change,1346,5.830032659300962,1m
FE,price_percent_change,1347,5.826906598114822,1m
BPT,price_percent_change,1348,5.818181818181823,1m
VRSK,price_percent_change,1349,5.81374484119864,1m
HCA,price_percent_change,1350,5.807490938380997,1m
NES,price_percent_change,1351,5.791855203619898,1m
LGCY,price_percent_change,1352,5.788423153692616,1m
PYDS,price_percent_change,1353,5.7860900058445335,1m
LCII,price_percent_change,1354,5.781339439038365,1m
REG,price_percent_change,1355,5.770163245514789,1m
SPOK,price_percent_change,1356,5.762711864406777,1m
HONE,price_percent_change,1357,5.759999999999991,1m
VIA,price_percent_change,1358,5.743740795287175,1m
ELS,price_percent_change,1359,5.735882614495344,1m
ROLL,price_percent_change,1360,5.73392869799419,1m
HWCC,price_percent_change,1361,5.732484076433135,1m
UBA,price_percent_change,1362,5.718206770356817,1m
SDPI,price_percent_change,1363,5.71428571428572,1m
CHFN,price_percent_change,1364,5.709416276097145,1m
GPOR,price_percent_change,1365,5.69620253164556,1m
SAIA,price_percent_change,1366,5.692729766803828,1m
EVLO,price_percent_change,1367,5.692307692307693,1m
CNFR,price_percent_change,1368,5.6910569105691,1m
FARM,price_percent_change,1369,5.683836589698052,1m
UAN,price_percent_change,1370,5.681818181818187,1m
GRUB,price_percent_change,1371,5.679389312977098,1m
KEQU,price_percent_change,1372,5.6760498384863824,1m
SSNC,price_percent_change,1373,5.668684645019269,1m
ADSW,price_percent_change,1374,5.664221678891608,1m
ECL,price_percent_change,1375,5.661582121319631,1m
ITCI,price_percent_change,1376,5.654761904761908,1m
OCSL,price_percent_change,1377,5.648535564853547,1m
KRNY,price_percent_change,1378,5.639097744360902,1m
ETR,price_percent_change,1379,5.636250775915588,1m
SIEN,price_percent_change,1380,5.612998522895129,1m
SKYW,price_percent_change,1381,5.610561056105609,1m
EPR,price_percent_change,1382,5.5792034052903645,1m
TITN,price_percent_change,1383,5.574210879785091,1m
FDUS,price_percent_change,1384,5.571030640668529,1m
GBX,price_percent_change,1385,5.57029177718834,1m
SMTX,price_percent_change,1386,5.55555555555556,1m
VIAB,price_percent_change,1387,5.553662691652467,1m
PRSS,price_percent_change,1388,5.5519999999999925,1m
RP,price_percent_change,1389,5.550737207285348,1m
MTNB,price_percent_change,1390,5.548037889039247,1m
MKC,price_percent_change,1391,5.537625276031944,1m
CNXM,price_percent_change,1392,5.5299539170506815,1m
TRS,price_percent_change,1393,5.526770293609677,1m
SP,price_percent_change,1394,5.5263157894736885,1m
CHRW,price_percent_change,1395,5.522143247676323,1m
GLDD,price_percent_change,1396,5.5045871559633,1m
AXON,price_percent_change,1397,5.5045871559632875,1m
NTGR,price_percent_change,1398,5.487364620938624,1m
ACTG,price_percent_change,1399,5.479452054794526,1m
HIVE,price_percent_change,1400,5.472636815920414,1m
BCC,price_percent_change,1401,5.471478463329439,1m
SONA,price_percent_change,1402,5.462184873949581,1m
PPBI,price_percent_change,1403,5.459387483355538,1m
BEP,price_percent_change,1404,5.456349206349214,1m
UUU,price_percent_change,1405,5.4545454545454515,1m
ACRX,price_percent_change,1406,5.4545454545454515,1m
FWONA,price_percent_change,1407,5.447352404138768,1m
TECD,price_percent_change,1408,5.4459064327485365,1m
BATRA,price_percent_change,1409,5.441640378548892,1m
SR,price_percent_change,1410,5.435540069686419,1m
PYPL,price_percent_change,1411,5.429440673999533,1m
CUR,price_percent_change,1412,5.40540540540539,1m
FHN,price_percent_change,1413,5.382436260623246,1m
DCI,price_percent_change,1414,5.382315249893215,1m
MNLO,price_percent_change,1415,5.380577427821512,1m
WMIH,price_percent_change,1416,5.369127516778528,1m
STCN,price_percent_change,1417,5.365853658536601,1m
STLR,price_percent_change,1418,5.363984674329507,1m
RMTI,price_percent_change,1419,5.361305361305351,1m
BMY,price_percent_change,1420,5.358397751229791,1m
RNST,price_percent_change,1421,5.354752342704146,1m
HA,price_percent_change,1422,5.343511450381683,1m
CIA,price_percent_change,1423,5.3435114503816665,1m
HTLD,price_percent_change,1424,5.340314136125652,1m
UBSI,price_percent_change,1425,5.333333333333334,1m
SYPR,price_percent_change,1426,5.326311579228057,1m
VZ,price_percent_change,1427,5.325898865602775,1m
WRE,price_percent_change,1428,5.323450134770895,1m
AMRN,price_percent_change,1429,5.323193916349815,1m
WIX,price_percent_change,1430,5.322819122720544,1m
TOL,price_percent_change,1431,5.321570859419458,1m
JAKK,price_percent_change,1432,5.319148936170213,1m
TRVG,price_percent_change,1433,5.314009661835764,1m
EQR,price_percent_change,1434,5.310010932375458,1m
RESN,price_percent_change,1435,5.298013245033097,1m
COST,price_percent_change,1436,5.294787161393123,1m
TNET,price_percent_change,1437,5.289982425307554,1m
STOR,price_percent_change,1438,5.288284979801694,1m
COF,price_percent_change,1439,5.282100137609818,1m
CGO,price_percent_change,1440,5.279503105590066,1m
ARW,price_percent_change,1441,5.279296093854144,1m
BHB,price_percent_change,1442,5.277874868926954,1m
JMLP,price_percent_change,1443,5.276705276705279,1m
SBNY,price_percent_change,1444,5.273978725306152,1m
FAST,price_percent_change,1445,5.255706954521322,1m
MGIC,price_percent_change,1446,5.232558139534897,1m
IGLD,price_percent_change,1447,5.229927007299269,1m
NOW,price_percent_change,1448,5.224245718945373,1m
LOGM,price_percent_change,1449,5.202312138728338,1m
STBA,price_percent_change,1450,5.201416555998232,1m
ITIC,price_percent_change,1451,5.199957113755772,1m
WRI,price_percent_change,1452,5.195246179966048,1m
HUM,price_percent_change,1453,5.185655347508719,1m
VNDA,price_percent_change,1454,5.185185185185189,1m
EOT,price_percent_change,1455,5.1801586543056635,1m
CCL,price_percent_change,1456,5.170044658193058,1m
HR,price_percent_change,1457,5.169462512838062,1m
ALL,price_percent_change,1458,5.166948436179206,1m
GECC,price_percent_change,1459,5.166846071044138,1m
BHVN,price_percent_change,1460,5.166814289932094,1m
ZTS,price_percent_change,1461,5.164319248826281,1m
RLI,price_percent_change,1462,5.164001084304692,1m
CSIQ,price_percent_change,1463,5.159332321699543,1m
CQP,price_percent_change,1464,5.1588379038827,1m
GFF,price_percent_change,1465,5.157593123209182,1m
KEN,price_percent_change,1466,5.157278712509156,1m
PARR,price_percent_change,1467,5.153445280833819,1m
LYB,price_percent_change,1468,5.142022102475121,1m
CBM,price_percent_change,1469,5.138662316476355,1m
FISV,price_percent_change,1470,5.136626379400941,1m
DSE,price_percent_change,1471,5.12820512820514,1m
NINE,price_percent_change,1472,5.126428818843091,1m
EME,price_percent_change,1473,5.125180233320221,1m
GER,price_percent_change,1474,5.116279069767442,1m
PRPH,price_percent_change,1475,5.102040816326528,1m
VER,price_percent_change,1476,5.100671140939596,1m
APTO,price_percent_change,1477,5.090909090909095,1m
CAH,price_percent_change,1478,5.089213300892129,1m
AMS,price_percent_change,1479,5.0847457627118615,1m
BRK.B,price_percent_change,1480,5.066936094973479,1m
AL,price_percent_change,1481,5.066179826563211,1m
PRFT,price_percent_change,1482,5.059970014992509,1m
LRN,price_percent_change,1483,5.051112447384245,1m
FIT,price_percent_change,1484,5.043478260869566,1m
DK,price_percent_change,1485,5.039582931067773,1m
BBF,price_percent_change,1486,5.023172372551955,1m
CHTR,price_percent_change,1487,5.022878899018476,1m
BXP,price_percent_change,1488,5.02156751037681,1m
T,price_percent_change,1489,5.019305019305027,1m
LMFA,price_percent_change,1490,4.99999999999999,1m
REX,price_percent_change,1491,4.998681086784498,1m
CHCT,price_percent_change,1492,4.994971505196118,1m
DAL,price_percent_change,1493,4.994491369812704,1m
NIHD,price_percent_change,1494,4.990757855822543,1m
HCP,price_percent_change,1495,4.9901768172888,1m
GPX,price_percent_change,1496,4.986149584487527,1m
UMBF,price_percent_change,1497,4.973603778827449,1m
TRIL,price_percent_change,1498,4.9504950495049505,1m
SVVC,price_percent_change,1499,4.946727549467265,1m
ANAB,price_percent_change,1500,4.945658810599581,1m
ROL,price_percent_change,1501,4.945350295645938,1m
DCPH,price_percent_change,1502,4.940828402366869,1m
MAA,price_percent_change,1503,4.936144334076632,1m
OGS,price_percent_change,1504,4.9343414245921196,1m
SCSC,price_percent_change,1505,4.932182490752158,1m
BC,price_percent_change,1506,4.925397080057769,1m
RHP,price_percent_change,1507,4.924924924924918,1m
AMH,price_percent_change,1508,4.924760601915193,1m
CRT,price_percent_change,1509,4.919091239255874,1m
MDWD,price_percent_change,1510,4.918032786885258,1m
SBLK,price_percent_change,1511,4.918032786885238,1m
PHI,price_percent_change,1512,4.910179640718564,1m
KALA,price_percent_change,1513,4.905968928863447,1m
GIFI,price_percent_change,1514,4.891304347826099,1m
LUNA,price_percent_change,1515,4.885057471264366,1m
DXLG,price_percent_change,1516,4.87804878048781,1m
DVD,price_percent_change,1517,4.87804878048781,1m
FCCO,price_percent_change,1518,4.858299595141697,1m
PBBI,price_percent_change,1519,4.8529437463956855,1m
CHSP,price_percent_change,1520,4.852185089974298,1m
AMZN,price_percent_change,1521,4.849031789442412,1m
HEI.A,price_percent_change,1522,4.842428900845512,1m
CARA,price_percent_change,1523,4.83779169038134,1m
RGA,price_percent_change,1524,4.835646457268082,1m
RDI,price_percent_change,1525,4.835589941972932,1m
AMPH,price_percent_change,1526,4.828388598022096,1m
HALL,price_percent_change,1527,4.824976348155154,1m
VRML,price_percent_change,1528,4.818258664412505,1m
ROCK,price_percent_change,1529,4.816513761467893,1m
SYF,price_percent_change,1530,4.812834224598923,1m
SNA,price_percent_change,1531,4.809237545384211,1m
ECOR,price_percent_change,1532,4.806991988346687,1m
GILT,price_percent_change,1533,4.801920768307327,1m
MCRN,price_percent_change,1534,4.797979797979794,1m
EGN,price_percent_change,1535,4.793500338524044,1m
QDEL,price_percent_change,1536,4.790419161676651,1m
